State,County,Facility_Name,Facility_Identifier,Scrape_Date,Race,Race_Population,Race_Change,Race_Proportion,Total_Population,Total_Change
OK,Pottawatomie,Pottawatomie Co. Public Safety Center Trust,OK_Pottawatomie,4/12/20,white,64,-0.511450382,0.621359223,103,-0.49009901
OK,Rogers,Rogers County Jail,OK_Rogers,3/16/20,black,21,,0.090517241,232,
OK,Rogers,Rogers County Jail,OK_Rogers,3/16/20,hispanic,0,,0,232,
OK,Rogers,Rogers County Jail,OK_Rogers,3/16/20,other,29,,0.125,232,
OK,Rogers,Rogers County Jail,OK_Rogers,3/16/20,white,182,,0.784482759,232,
OK,Rogers,Rogers County Jail,OK_Rogers,4/12/20,black,21,0,0.103960396,202,-0.129310345
OK,Rogers,Rogers County Jail,OK_Rogers,4/12/20,hispanic,0,,0,202,-0.129310345
OK,Rogers,Rogers County Jail,OK_Rogers,4/12/20,other,25,-0.137931034,0.123762376,202,-0.129310345
OK,Rogers,Rogers County Jail,OK_Rogers,4/12/20,white,156,-0.142857143,0.772277228,202,-0.129310345
OK,Wagoner,Wagoner County Jail,OK_Wagoner,3/16/20,black,11,,0.114583333,96,
OK,Wagoner,Wagoner County Jail,OK_Wagoner,3/16/20,hispanic,5,,0.052083333,96,
OK,Wagoner,Wagoner County Jail,OK_Wagoner,3/16/20,other,9,,0.09375,96,
OK,Wagoner,Wagoner County Jail,OK_Wagoner,3/16/20,white,71,,0.739583333,96,
OK,Wagoner,Wagoner County Jail,OK_Wagoner,4/12/20,black,9,-0.181818182,0.128571429,70,-0.270833333
OK,Wagoner,Wagoner County Jail,OK_Wagoner,4/12/20,hispanic,3,-0.4,0.042857143,70,-0.270833333
OK,Wagoner,Wagoner County Jail,OK_Wagoner,4/12/20,other,9,0,0.128571429,70,-0.270833333
OK,Wagoner,Wagoner County Jail,OK_Wagoner,4/12/20,white,49,-0.309859155,0.7,70,-0.270833333
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,3/16/20,black,35,,0.083333333,420,
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,3/16/20,hispanic,8,,0.019047619,420,
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,3/16/20,other,17,,0.04047619,420,
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,3/16/20,white,360,,0.857142857,420,
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,4/12/20,black,15,-0.571428571,0.1,150,-0.642857143
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,4/12/20,hispanic,2,-0.75,0.013333333,150,-0.642857143
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,4/12/20,other,3,-0.823529412,0.02,150,-0.642857143
OR,Clackamas,"Clackamas County Jail, Community Corrections Center & Womens Center",OR_Clackamas,4/12/20,white,130,-0.638888889,0.866666667,150,-0.642857143
OR,Columbia,Columbia County Jail,OR_Columbia,3/16/20,black,11,,0.06875,160,
OR,Columbia,Columbia County Jail,OR_Columbia,3/16/20,hispanic,0,,0,160,
OR,Columbia,Columbia County Jail,OR_Columbia,3/16/20,other,9,,0.05625,160,
OR,Columbia,Columbia County Jail,OR_Columbia,3/16/20,white,140,,0.875,160,
OR,Columbia,Columbia County Jail,OR_Columbia,4/12/20,black,7,-0.363636364,0.072164948,97,-0.39375
OR,Columbia,Columbia County Jail,OR_Columbia,4/12/20,hispanic,0,,0,97,-0.39375
OR,Columbia,Columbia County Jail,OR_Columbia,4/12/20,other,5,-0.444444444,0.051546392,97,-0.39375
OR,Columbia,Columbia County Jail,OR_Columbia,4/12/20,white,85,-0.392857143,0.87628866,97,-0.39375
OR,Douglas,Douglas County Corrections,OR_Douglas,3/16/20,black,5,,0.025,200,
OR,Douglas,Douglas County Corrections,OR_Douglas,3/16/20,hispanic,0,,0,200,
OR,Douglas,Douglas County Corrections,OR_Douglas,3/16/20,other,8,,0.04,200,
OR,Douglas,Douglas County Corrections,OR_Douglas,3/16/20,white,187,,0.935,200,
OR,Douglas,Douglas County Corrections,OR_Douglas,4/12/20,black,1,-0.8,0.013333333,75,-0.625
OR,Douglas,Douglas County Corrections,OR_Douglas,4/12/20,hispanic,0,,0,75,-0.625
OR,Douglas,Douglas County Corrections,OR_Douglas,4/12/20,other,2,-0.75,0.026666667,75,-0.625
OR,Douglas,Douglas County Corrections,OR_Douglas,4/12/20,white,72,-0.614973262,0.96,75,-0.625
OR,Jackson,Jackson County Jail,OR_Jackson,3/16/20,black,20,,0.062305296,321,
OR,Jackson,Jackson County Jail,OR_Jackson,3/16/20,hispanic,43,,0.133956386,321,
OR,Jackson,Jackson County Jail,OR_Jackson,3/16/20,other,3,,0.009345794,321,
OR,Jackson,Jackson County Jail,OR_Jackson,3/16/20,white,255,,0.794392523,321,
OR,Jackson,Jackson County Jail,OR_Jackson,4/12/20,black,17,-0.15,0.071729958,237,-0.261682243
OR,Jackson,Jackson County Jail,OR_Jackson,4/12/20,hispanic,29,-0.325581395,0.122362869,237,-0.261682243
OR,Jackson,Jackson County Jail,OR_Jackson,4/12/20,other,3,0,0.012658228,237,-0.261682243
OR,Jackson,Jackson County Jail,OR_Jackson,4/12/20,white,188,-0.262745098,0.793248945,237,-0.261682243
OR,Josephine,Josephine County Adult Jail,OR_Josephine,3/16/20,black,5,,0.028248588,177,
OR,Josephine,Josephine County Adult Jail,OR_Josephine,3/16/20,hispanic,0,,0,177,
OR,Josephine,Josephine County Adult Jail,OR_Josephine,3/16/20,other,9,,0.050847458,177,
OR,Josephine,Josephine County Adult Jail,OR_Josephine,3/16/20,white,163,,0.920903955,177,
OR,Josephine,Josephine County Adult Jail,OR_Josephine,4/12/20,black,1,-0.8,0.010989011,91,-0.485875706
OR,Josephine,Josephine County Adult Jail,OR_Josephine,4/12/20,hispanic,0,,0,91,-0.485875706
OR,Josephine,Josephine County Adult Jail,OR_Josephine,4/12/20,other,7,-0.222222222,0.076923077,91,-0.485875706
OR,Josephine,Josephine County Adult Jail,OR_Josephine,4/12/20,white,83,-0.490797546,0.912087912,91,-0.485875706
OR,Klamath,Klamath County Jail,OR_Klamath,3/16/20,black,5,,0.03875969,129,
OR,Klamath,Klamath County Jail,OR_Klamath,3/16/20,hispanic,8,,0.062015504,129,
OR,Klamath,Klamath County Jail,OR_Klamath,3/16/20,other,25,,0.19379845,129,
OR,Klamath,Klamath County Jail,OR_Klamath,3/16/20,white,91,,0.705426357,129,
OR,Klamath,Klamath County Jail,OR_Klamath,4/12/20,black,1,-0.8,0.014705882,68,-0.472868217
OR,Klamath,Klamath County Jail,OR_Klamath,4/12/20,hispanic,4,-0.5,0.058823529,68,-0.472868217
OR,Klamath,Klamath County Jail,OR_Klamath,4/12/20,other,12,-0.52,0.176470588,68,-0.472868217
OR,Klamath,Klamath County Jail,OR_Klamath,4/12/20,white,51,-0.43956044,0.75,68,-0.472868217
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,3/16/20,black,331,,0.289588801,1143,
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,3/16/20,hispanic,124,,0.108486439,1143,
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,3/16/20,other,53,,0.046369204,1143,
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,3/16/20,white,635,,0.555555556,1143,
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,4/12/20,black,233,-0.296072508,0.309840426,752,-0.34208224
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,4/12/20,hispanic,94,-0.241935484,0.125,752,-0.34208224
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,4/12/20,other,36,-0.320754717,0.04787234,752,-0.34208224
OR,Multnomah,Multnomah County Detention Center & Multnomah County Inverness Jail,OR_Multnomah,4/12/20,white,389,-0.387401575,0.517287234,752,-0.34208224
OR,Washington,Washington County Jail,OR_Washington,3/16/20,black,84,,0.097109827,865,
OR,Washington,Washington County Jail,OR_Washington,3/16/20,hispanic,0,,0,865,
OR,Washington,Washington County Jail,OR_Washington,3/16/20,other,30,,0.034682081,865,
OR,Washington,Washington County Jail,OR_Washington,3/16/20,white,751,,0.868208092,865,
OR,Washington,Washington County Jail,OR_Washington,4/12/20,black,54,-0.357142857,0.105882353,510,-0.410404624
OR,Washington,Washington County Jail,OR_Washington,4/12/20,hispanic,0,,0,510,-0.410404624
OR,Washington,Washington County Jail,OR_Washington,4/12/20,other,24,-0.2,0.047058824,510,-0.410404624
OR,Washington,Washington County Jail,OR_Washington,4/12/20,white,432,-0.424766977,0.847058824,510,-0.410404624
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,3/16/20,black,610,,0.530896432,1149,
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,3/16/20,hispanic,104,,0.09051349,1149,
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,3/16/20,other,16,,0.013925152,1149,
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,3/16/20,white,419,,0.364664926,1149,
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,4/12/20,black,492,-0.193442623,0.538293217,914,-0.204525674
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,4/12/20,hispanic,92,-0.115384615,0.100656455,914,-0.204525674
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,4/12/20,other,11,-0.3125,0.012035011,914,-0.204525674
PA,Dauphin,Dauphin Co. Prison,PA_Dauphin,4/12/20,white,319,-0.238663484,0.349015317,914,-0.204525674
PA,Lancaster,Lancaster County Prison,PA_Lancaster,3/16/20,black,167,,0.210327456,794,
PA,Lancaster,Lancaster County Prison,PA_Lancaster,3/16/20,hispanic,0,,0,794,
PA,Lancaster,Lancaster County Prison,PA_Lancaster,3/16/20,other,14,,0.017632242,794,
PA,Lancaster,Lancaster County Prison,PA_Lancaster,3/16/20,white,613,,0.772040302,794,
PA,Lancaster,Lancaster County Prison,PA_Lancaster,4/12/20,black,146,-0.125748503,0.217585693,671,-0.154911839
PA,Lancaster,Lancaster County Prison,PA_Lancaster,4/12/20,hispanic,0,,0,671,-0.154911839
PA,Lancaster,Lancaster County Prison,PA_Lancaster,4/12/20,other,10,-0.285714286,0.01490313,671,-0.154911839
PA,Lancaster,Lancaster County Prison,PA_Lancaster,4/12/20,white,515,-0.159869494,0.767511177,671,-0.154911839
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,3/16/20,black,37,,0.415730337,89,
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,3/16/20,hispanic,5,,0.056179775,89,
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,3/16/20,other,0,,0,89,
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,3/16/20,white,47,,0.528089888,89,
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,4/12/20,black,36,-0.027027027,0.387096774,93,0.04494382
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,4/12/20,hispanic,5,0,0.053763441,93,0.04494382
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,4/12/20,other,0,,0,93,0.04494382
SC,Anderson_City,City of Anderson Det. Ctr.,SC_Anderson_City,4/12/20,white,52,0.106382979,0.559139785,93,0.04494382
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,3/16/20,black,125,,0.573394495,218,
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,3/16/20,hispanic,35,,0.160550459,218,
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,3/16/20,other,3,,0.013761468,218,
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,3/16/20,white,55,,0.252293578,218,
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,4/12/20,black,74,-0.408,0.540145985,137,-0.371559633
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,4/12/20,hispanic,27,-0.228571429,0.197080292,137,-0.371559633
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,4/12/20,other,3,0,0.02189781,137,-0.371559633
SC,Beaufort,Beaufort Co. Det. Ctr.,SC_Beaufort,4/12/20,white,33,-0.4,0.240875912,137,-0.371559633
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,3/16/20,black,166,,0.370535714,448,
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,3/16/20,hispanic,15,,0.033482143,448,
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,3/16/20,other,6,,0.013392857,448,
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,3/16/20,white,261,,0.582589286,448,
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,4/12/20,black,134,-0.192771084,0.382857143,350,-0.21875
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,4/12/20,hispanic,13,-0.133333333,0.037142857,350,-0.21875
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,4/12/20,other,4,-0.333333333,0.011428571,350,-0.21875
SC,Berkeley,Berkeley Co. Det. Ctr.,SC_Berkeley,4/12/20,white,199,-0.237547893,0.568571429,350,-0.21875
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,3/16/20,black,88,,0.258064516,341,
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,3/16/20,hispanic,0,,0,341,
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,3/16/20,other,1,,0.002932551,341,
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,3/16/20,white,252,,0.739002933,341,
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,4/12/20,black,78,-0.113636364,0.286764706,272,-0.202346041
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,4/12/20,hispanic,0,,0,272,-0.202346041
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,4/12/20,other,1,0,0.003676471,272,-0.202346041
SC,Cherokee,Cherokee Co. Det. Ctr.,SC_Cherokee,4/12/20,white,193,-0.234126984,0.709558824,272,-0.202346041
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,3/16/20,black,94,,0.591194969,159,
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,3/16/20,hispanic,2,,0.012578616,159,
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,3/16/20,other,0,,0,159,
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,3/16/20,white,63,,0.396226415,159,
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,4/12/20,black,89,-0.053191489,0.601351351,148,-0.06918239
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,4/12/20,hispanic,1,-0.5,0.006756757,148,-0.06918239
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,4/12/20,other,0,,0,148,-0.06918239
SC,Darlington,Darlington Co. Det. Ctr. & Darlington County Prison Farm,SC_Darlington,4/12/20,white,58,-0.079365079,0.391891892,148,-0.06918239
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,3/16/20,black,37,,0.451219512,82,
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,3/16/20,hispanic,0,,0,82,
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,3/16/20,other,2,,0.024390244,82,
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,3/16/20,white,43,,0.524390244,82,
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,4/12/20,black,33,-0.108108108,0.44,75,-0.085365854
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,4/12/20,hispanic,0,,0,75,-0.085365854
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,4/12/20,other,2,0,0.026666667,75,-0.085365854
SC,Kershaw,Kershaw Co. Det. Ctr.,SC_Kershaw,4/12/20,white,40,-0.069767442,0.533333333,75,-0.085365854
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,3/16/20,black,100,,0.4,250,
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,3/16/20,hispanic,2,,0.008,250,
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,3/16/20,other,0,,0,250,
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,3/16/20,white,148,,0.592,250,
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,4/12/20,black,70,-0.3,0.404624277,173,-0.308
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,4/12/20,hispanic,5,1.5,0.028901734,173,-0.308
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,4/12/20,other,0,,0,173,-0.308
SC,Laurens,Laurens Co. Det. Ctr.,SC_Laurens,4/12/20,white,98,-0.337837838,0.566473988,173,-0.308
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,3/16/20,black,174,,0.341176471,510,
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,3/16/20,hispanic,0,,0,510,
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,3/16/20,other,0,,0,510,
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,3/16/20,white,336,,0.658823529,510,
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,4/12/20,black,142,-0.183908046,0.39010989,364,-0.28627451
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,4/12/20,hispanic,0,,0,364,-0.28627451
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,4/12/20,other,0,,0,364,-0.28627451
SC,Lexington,Lexington Co. Det. Ctr.,SC_Lexington,4/12/20,white,222,-0.339285714,0.60989011,364,-0.28627451
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,3/16/20,black,42,,0.68852459,61,
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,3/16/20,hispanic,0,,0,61,
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,3/16/20,other,0,,0,61,
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,3/16/20,white,19,,0.31147541,61,
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,4/12/20,black,42,0,0.7,60,-0.016393443
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,4/12/20,hispanic,0,,0,60,-0.016393443
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,4/12/20,other,0,,0,60,-0.016393443
SC,Marion,Marion County Detention Center & Prison Camp,SC_Marion,4/12/20,white,18,-0.052631579,0.3,60,-0.016393443
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,3/16/20,black,45,,0.147540984,305,
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,3/16/20,hispanic,0,,0,305,
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,3/16/20,other,6,,0.019672131,305,
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,3/16/20,white,254,,0.832786885,305,
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,4/12/20,black,38,-0.155555556,0.171171171,222,-0.272131148
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,4/12/20,hispanic,0,,0,222,-0.272131148
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,4/12/20,other,3,-0.5,0.013513514,222,-0.272131148
SC,Pickens,Pickens Co. Det. Ctr. & Prison,SC_Pickens,4/12/20,white,181,-0.287401575,0.815315315,222,-0.272131148
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,3/16/20,black,298,,0.403247632,739,
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,3/16/20,hispanic,0,,0,739,
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,3/16/20,other,5,,0.0067659,739,
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,3/16/20,white,436,,0.589986468,739,
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,4/12/20,black,237,-0.204697987,0.417989418,567,-0.232746955
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,4/12/20,hispanic,0,,0,567,-0.232746955
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,4/12/20,other,2,-0.6,0.003527337,567,-0.232746955
SC,Spartanburg,Spartanburg Co. Det. Fac.,SC_Spartanburg,4/12/20,white,328,-0.247706422,0.578483245,567,-0.232746955
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,3/16/20,black,234,,0.747603834,313,
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,3/16/20,hispanic,0,,0,313,
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,3/16/20,other,0,,0,313,
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,3/16/20,white,79,,0.252396166,313,
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,4/12/20,black,209,-0.106837607,0.76,275,-0.121405751
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,4/12/20,hispanic,0,,0,275,-0.121405751
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,4/12/20,other,0,,0,275,-0.121405751
SC,Sumter,Sumter-Lee Regional Det. Ctr.,SC_Sumter,4/12/20,white,66,-0.164556962,0.24,275,-0.121405751
SC,York,York County Detention Center,SC_York,3/16/20,black,143,,0.351351351,407,
SC,York,York County Detention Center,SC_York,3/16/20,hispanic,0,,0,407,
SC,York,York County Detention Center,SC_York,3/16/20,other,4,,0.00982801,407,
SC,York,York County Detention Center,SC_York,3/16/20,white,260,,0.638820639,407,
SC,York,York County Detention Center,SC_York,4/12/20,black,94,-0.342657343,0.401709402,234,-0.425061425
SC,York,York County Detention Center,SC_York,4/12/20,hispanic,0,,0,234,-0.425061425
SC,York,York County Detention Center,SC_York,4/12/20,other,1,-0.75,0.004273504,234,-0.425061425
SC,York,York County Detention Center,SC_York,4/12/20,white,139,-0.465384615,0.594017094,234,-0.425061425
SD,Clay,Clay Co. Jail,SD_Clay,3/16/20,black,3,,0.1875,16,
SD,Clay,Clay Co. Jail,SD_Clay,3/16/20,hispanic,0,,0,16,
SD,Clay,Clay Co. Jail,SD_Clay,3/16/20,other,5,,0.3125,16,
SD,Clay,Clay Co. Jail,SD_Clay,3/16/20,white,8,,0.5,16,
SD,Clay,Clay Co. Jail,SD_Clay,4/12/20,black,0,-1,0,7,-0.5625
SD,Clay,Clay Co. Jail,SD_Clay,4/12/20,hispanic,0,,0,7,-0.5625
SD,Clay,Clay Co. Jail,SD_Clay,4/12/20,other,4,-0.2,0.571428571,7,-0.5625
SD,Clay,Clay Co. Jail,SD_Clay,4/12/20,white,3,-0.625,0.428571429,7,-0.5625
TN,Blount,Blount Co. Det. Fac.,TN_Blount,3/16/20,black,88,,0.165725047,531,
TN,Blount,Blount Co. Det. Fac.,TN_Blount,3/16/20,hispanic,0,,0,531,
TN,Blount,Blount Co. Det. Fac.,TN_Blount,3/16/20,other,4,,0.007532957,531,
TN,Blount,Blount Co. Det. Fac.,TN_Blount,3/16/20,white,439,,0.826741996,531,
TN,Blount,Blount Co. Det. Fac.,TN_Blount,4/12/20,black,79,-0.102272727,0.198492462,398,-0.25047081
TN,Blount,Blount Co. Det. Fac.,TN_Blount,4/12/20,hispanic,0,,0,398,-0.25047081
TN,Blount,Blount Co. Det. Fac.,TN_Blount,4/12/20,other,4,0,0.010050251,398,-0.25047081
TN,Blount,Blount Co. Det. Fac.,TN_Blount,4/12/20,white,315,-0.282460137,0.791457286,398,-0.25047081
TN,Macon,Macon Co. Jail,TN_Macon,3/16/20,black,168,,0.567567568,296,
TN,Macon,Macon Co. Jail,TN_Macon,3/16/20,hispanic,0,,0,296,
TN,Macon,Macon Co. Jail,TN_Macon,3/16/20,other,1,,0.003378378,296,
TN,Macon,Macon Co. Jail,TN_Macon,3/16/20,white,127,,0.429054054,296,
TN,Macon,Macon Co. Jail,TN_Macon,4/12/20,black,156,-0.071428571,0.631578947,247,-0.165540541
TN,Macon,Macon Co. Jail,TN_Macon,4/12/20,hispanic,0,,0,247,-0.165540541
TN,Macon,Macon Co. Jail,TN_Macon,4/12/20,other,1,0,0.004048583,247,-0.165540541
TN,Macon,Macon Co. Jail,TN_Macon,4/12/20,white,90,-0.291338583,0.36437247,247,-0.165540541
TN,Morgan,Morgan Co. Jail,TN_Morgan,3/16/20,black,204,,0.320754717,636,
TN,Morgan,Morgan Co. Jail,TN_Morgan,3/16/20,hispanic,0,,0,636,
TN,Morgan,Morgan Co. Jail,TN_Morgan,3/16/20,other,1,,0.001572327,636,
TN,Morgan,Morgan Co. Jail,TN_Morgan,3/16/20,white,431,,0.677672956,636,
TN,Morgan,Morgan Co. Jail,TN_Morgan,4/12/20,black,186,-0.088235294,0.34962406,532,-0.163522013
TN,Morgan,Morgan Co. Jail,TN_Morgan,4/12/20,hispanic,1,inf,0.001879699,532,-0.163522013
TN,Morgan,Morgan Co. Jail,TN_Morgan,4/12/20,other,1,0,0.001879699,532,-0.163522013
TN,Morgan,Morgan Co. Jail,TN_Morgan,4/12/20,white,344,-0.201856148,0.646616541,532,-0.163522013
TN,Putnam,Putnam Co. Jail,TN_Putnam,3/16/20,black,19,,0.052341598,363,
TN,Putnam,Putnam Co. Jail,TN_Putnam,3/16/20,hispanic,6,,0.016528926,363,
TN,Putnam,Putnam Co. Jail,TN_Putnam,3/16/20,other,0,,0,363,
TN,Putnam,Putnam Co. Jail,TN_Putnam,3/16/20,white,338,,0.931129477,363,
TN,Putnam,Putnam Co. Jail,TN_Putnam,4/12/20,black,14,-0.263157895,0.053231939,263,-0.275482094
TN,Putnam,Putnam Co. Jail,TN_Putnam,4/12/20,hispanic,4,-0.333333333,0.015209125,263,-0.275482094
TN,Putnam,Putnam Co. Jail,TN_Putnam,4/12/20,other,0,,0,263,-0.275482094
TN,Putnam,Putnam Co. Jail,TN_Putnam,4/12/20,white,245,-0.275147929,0.931558935,263,-0.275482094
TN,Roane,Roane Co. Det. Fac.,TN_Roane,3/16/20,black,19,,0.09223301,206,
TN,Roane,Roane Co. Det. Fac.,TN_Roane,3/16/20,hispanic,0,,0,206,
TN,Roane,Roane Co. Det. Fac.,TN_Roane,3/16/20,other,3,,0.014563107,206,
TN,Roane,Roane Co. Det. Fac.,TN_Roane,3/16/20,white,184,,0.893203883,206,
TN,Roane,Roane Co. Det. Fac.,TN_Roane,4/12/20,black,19,0,0.09223301,206,0
TN,Roane,Roane Co. Det. Fac.,TN_Roane,4/12/20,hispanic,0,,0,206,0
TN,Roane,Roane Co. Det. Fac.,TN_Roane,4/12/20,other,3,0,0.014563107,206,0
TN,Roane,Roane Co. Det. Fac.,TN_Roane,4/12/20,white,184,0,0.893203883,206,0
TN,Shelby,Shelby County Adult Offender Center & Justice Center,TN_Shelby,3/16/20,black,1391,,0.799884991,1739,
TN,Shelby,Shelby County Adult Offender Center & Justice Center,TN_Shelby,3/16/20,hispanic,0,,0,1739,
TN,Shelby,Shelby County Adult Offender Center & Justice Center,TN_Shelby,3/16/20,other,5,,0.002875216,1739,
